scenario,estimate,ci_low,ci_high,n
ai_appreciation,-0.00029820220401764156,-0.003678520132112174,0.002630319436035742,50
moderate_asymmetric,-0.0006594413156199868,-0.0036342439481385595,0.0025137866854312296,50
strong_premium_penalty,-0.0008341311567475806,-0.005336663390257508,0.003585019087162189,50
