model,core,Recall@20,HitRate@20,NDCG@20,Coverage@20,Gini@20,evaluated_users,catalog_items,training_interactions
BPR-MF,strict_15u5i,0.008319134008218904,0.008319134008218904,0.0031810782506025864,0.13479348520332127,0.9805381398400055,19954,37576,547271
