scenario,intervention,estimate,ci_low,ci_high,relative_ratio_percent,share_gap_pp_estimate,share_gap_pp_ci_low,share_gap_pp_ci_high,n,baseline_estimate,intervention_reduction_percent
ai_appreciation,none,-0.020601682325121023,-0.04571841844533952,0.003677635887273306,-2.0390917519103913,-0.6636712348661976,-1.4382524542634831,0.1656780644105915,50,-0.020601682325121023,
moderate_asymmetric,combined,0.0033796023022683117,-0.013389416590246122,0.021239042702915212,0.3385319597042254,0.11281759496170046,-0.5105848352774767,0.6747694713094704,50,0.06249784510824654,94.59244987340792
moderate_asymmetric,none,0.06249784510824654,0.0385196825826514,0.08344619793388411,6.449216504999983,2.055802427945196,1.2868204493424924,2.766247930546524,50,0.06249784510824654,
strong_premium_penalty,combined,0.025711964697824795,0.00706836884547968,0.04354983195978472,2.6045368618973677,0.8567695706257844,0.22706799535655933,1.4527002207046473,50,0.1124331595883206,77.13133314764934
strong_premium_penalty,none,0.1124331595883206,0.08096063544991718,0.14559746860238082,11.899746016218018,3.7014736175035936,2.5767223605347183,4.962236117078577,50,0.1124331595883206,
zero,combined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,
zero,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,
