horizon,update_regime,round,scenario,estimate,ci_low,ci_high,relative_ratio_percent,n
24,fixed_budget_history_replay,8,ai_appreciation,-0.007275981036285903,-0.015491382088696388,0.0019723041496607927,-0.7249575167943851,50
24,fixed_budget_history_replay,8,moderate_asymmetric,0.015593701705102965,0.005244587721378363,0.025728262749756137,1.5715917912860953,50
24,fixed_budget_history_replay,8,strong_premium_penalty,0.029740158423752418,0.017865018892879177,0.04212141963712728,3.018681380708165,50
24,fixed_budget_history_replay,8,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,9,ai_appreciation,-0.008540991806341922,-0.018021196170722554,0.001721408785563726,-0.850462115662195,50
24,fixed_budget_history_replay,9,moderate_asymmetric,0.017961920031537994,0.005126017050736637,0.029492266889093482,1.8124205513965204,50
24,fixed_budget_history_replay,9,strong_premium_penalty,0.03331048479035556,0.01858981926159563,0.04711815561071911,3.387149078651196,50
24,fixed_budget_history_replay,9,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,10,ai_appreciation,-0.010597653462801537,-0.02091460669478928,0.0009476648042723371,-1.054169617975567,50
24,fixed_budget_history_replay,10,moderate_asymmetric,0.02067030600641081,0.00580908036809049,0.033348947440268076,2.0885416357347184,50
24,fixed_budget_history_replay,10,strong_premium_penalty,0.0359180850059205,0.019168969835622385,0.051377828253204354,3.6570932311315687,50
24,fixed_budget_history_replay,10,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,11,ai_appreciation,-0.01183493839286084,-0.02267618740756301,0.0005705036340007837,-1.176518097226312,50
24,fixed_budget_history_replay,11,moderate_asymmetric,0.022867067937828695,0.007674759047229279,0.0371663825190925,2.3130523656601274,50
24,fixed_budget_history_replay,11,strong_premium_penalty,0.03855974928037778,0.020855729615646575,0.0561635294302211,3.9312824696222792,50
24,fixed_budget_history_replay,11,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,12,ai_appreciation,-0.012661517188809746,-0.024802980684561302,0.00026248134609152714,-1.258169741501158,50
24,fixed_budget_history_replay,12,moderate_asymmetric,0.024658653143305224,0.008068496479848065,0.04001396314055791,2.496519215778795,50
24,fixed_budget_history_replay,12,strong_premium_penalty,0.04093769855997754,0.023955834238462235,0.05784450564495482,4.178719868093019,50
24,fixed_budget_history_replay,12,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,13,ai_appreciation,-0.013367959967976817,-0.027102680715807577,-4.23752499063936e-05,-1.3279005611719972,50
24,fixed_budget_history_replay,13,moderate_asymmetric,0.02649288060209495,0.009790885916687057,0.041730961074239244,2.684693670372884,50
24,fixed_budget_history_replay,13,strong_premium_penalty,0.04372544132018299,0.024295048875147933,0.06076667216541473,4.4695485295723945,50
24,fixed_budget_history_replay,13,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,14,ai_appreciation,-0.013746703426994338,-0.02789418726070906,0.001714248467816192,-1.3652648972263903,50
24,fixed_budget_history_replay,14,moderate_asymmetric,0.02885108427328467,0.011625773310620762,0.045609361821267624,2.927130837718453,50
24,fixed_budget_history_replay,14,strong_premium_penalty,0.04685233389004945,0.027127812413559074,0.06315874590705373,4.796724840655578,50
24,fixed_budget_history_replay,14,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,15,ai_appreciation,-0.014388690182317183,-0.028631578970765917,0.0015114685695827028,-1.4285667691213366,50
24,fixed_budget_history_replay,15,moderate_asymmetric,0.03156219617682788,0.014526884787191987,0.04717637567270572,3.2065564131809174,50
24,fixed_budget_history_replay,15,strong_premium_penalty,0.05055866488398836,0.03132244476785654,0.06806809459376781,5.185856870592229,50
24,fixed_budget_history_replay,15,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,16,ai_appreciation,-0.01509469710559092,-0.02949220207374042,0.00038394519949586423,-1.4981343229423978,50
24,fixed_budget_history_replay,16,moderate_asymmetric,0.03364593825610516,0.015728783515952333,0.05031231884803913,3.421836473801783,50
24,fixed_budget_history_replay,16,strong_premium_penalty,0.05383539860268922,0.03445269362173728,0.07019476640959219,5.531088221239018,50
24,fixed_budget_history_replay,16,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,17,ai_appreciation,-0.01581186036743688,-0.030559727123994494,-0.0019283966027356099,-1.5687509173890164,50
24,fixed_budget_history_replay,17,moderate_asymmetric,0.03563191435701103,0.01823993755143492,0.053665702554246006,3.6274338575210523,50
24,fixed_budget_history_replay,17,strong_premium_penalty,0.056818985859592344,0.03924295557794535,0.07311448366258366,5.846419606696847,50
24,fixed_budget_history_replay,17,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,18,ai_appreciation,-0.016394637851738125,-0.03111525549692524,-0.000991114444344386,-1.6260977212699046,50
24,fixed_budget_history_replay,18,moderate_asymmetric,0.03757307035093115,0.01875885114929872,0.056986746283427446,3.828786236851057,50
24,fixed_budget_history_replay,18,strong_premium_penalty,0.05973520041014686,0.042183806203113294,0.0776460052589602,6.155540988742195,50
24,fixed_budget_history_replay,18,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,19,ai_appreciation,-0.017164998979436,-0.030230426371012885,-0.002844488097887213,-1.7018519687552243,50
24,fixed_budget_history_replay,19,moderate_asymmetric,0.03917079053767839,0.020868908446721315,0.057508776061978996,3.994808177573054,50
24,fixed_budget_history_replay,19,strong_premium_penalty,0.06243477319567296,0.044573730169192985,0.07963382202351753,6.442502761049615,50
24,fixed_budget_history_replay,19,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,20,ai_appreciation,-0.017670339148234033,-0.03143253656798475,-0.0027533326488536456,-1.7515134224533386,50
24,fixed_budget_history_replay,20,moderate_asymmetric,0.040655219379305454,0.02251638772996465,0.0577155043492084,4.149295704713653,50
24,fixed_budget_history_replay,20,strong_premium_penalty,0.06500397939880316,0.046883056612695415,0.08121166911895214,6.716327104398662,50
24,fixed_budget_history_replay,20,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,21,ai_appreciation,-0.01820764092152067,-0.031999013804463086,-0.003892122383463184,-1.8042883292190413,50
24,fixed_budget_history_replay,21,moderate_asymmetric,0.0420689753097788,0.024873780199633568,0.0606122540061462,4.296641520139264,50
24,fixed_budget_history_replay,21,strong_premium_penalty,0.06735458606630423,0.049985305428786216,0.08390104539929856,6.96747026818128,50
24,fixed_budget_history_replay,21,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,22,ai_appreciation,-0.01873754257708399,-0.03241968136545765,-0.005393031322628534,-1.856308615367474,50
24,fixed_budget_history_replay,22,moderate_asymmetric,0.043515705668858214,0.02542395350239494,0.06191844172711866,4.4476398383650615,50
24,fixed_budget_history_replay,22,strong_premium_penalty,0.06968888878251066,0.04993887860834993,0.08521481445804441,7.217456382693211,50
24,fixed_budget_history_replay,22,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,23,ai_appreciation,-0.019549197767401282,-0.0330341321044912,-0.006614779598716461,-1.935935132867211,50
24,fixed_budget_history_replay,23,moderate_asymmetric,0.04483335456287668,0.0268197167313953,0.0638756351006343,4.585355866241635,50
24,fixed_budget_history_replay,23,strong_premium_penalty,0.07167938474496208,0.05342220933764423,0.08878379831089082,7.431084839483312,50
24,fixed_budget_history_replay,23,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,24,ai_appreciation,-0.020090940470978973,-0.0339142576639338,-0.006634134097655898,-1.9890462369166573,50
24,fixed_budget_history_replay,24,moderate_asymmetric,0.045916720006424,0.028518219134970362,0.0644404073632347,4.698721423764061,50
24,fixed_budget_history_replay,24,strong_premium_penalty,0.07385284491724048,0.05344627209151007,0.09003751733004516,7.664835955998943,50
24,fixed_budget_history_replay,24,zero,0.0,0.0,0.0,0.0,50
