horizon,update_regime,round,scenario,estimate,ci_low,ci_high,relative_ratio_percent,n
24,fixed_budget_history_replay,1,ai_appreciation,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,1,moderate_asymmetric,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,1,strong_premium_penalty,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,1,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,2,ai_appreciation,-0.0013229343422125615,-0.0026307386436393685,-0.00011654439801939565,-0.13220596503381515,50
24,fixed_budget_history_replay,2,moderate_asymmetric,0.003313650993353835,0.0011995389872649278,0.005972361007715623,0.3319147203971212,50
24,fixed_budget_history_replay,2,strong_premium_penalty,0.0050328681360661195,0.0032460447571435744,0.00687191089495565,0.5045554290555505,50
24,fixed_budget_history_replay,2,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,3,ai_appreciation,-0.0025209435724290697,-0.0053305517359403375,0.0002924422894865579,-0.2517768662664551,50
24,fixed_budget_history_replay,3,moderate_asymmetric,0.005279623625286036,0.0023389639829522703,0.008434633576988242,0.5293585398252918,50
24,fixed_budget_history_replay,3,strong_premium_penalty,0.008991619494473406,0.005109050849856408,0.01269780999470756,0.9032165538794292,50
24,fixed_budget_history_replay,3,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,4,ai_appreciation,-0.003194861981359165,-0.0071764332377815465,0.00103360816835903,-0.3189763840549791,50
24,fixed_budget_history_replay,4,moderate_asymmetric,0.007178908465712102,0.0034615184034164246,0.011963649445361033,0.7204738602826153,50
24,fixed_budget_history_replay,4,strong_premium_penalty,0.013615096733228728,0.00846583277155183,0.018508423259426098,1.3708204238791637,50
24,fixed_budget_history_replay,4,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,5,ai_appreciation,-0.00415015162993839,-0.00912974039898764,0.0016702573113779662,-0.41415516518470963,50
24,fixed_budget_history_replay,5,moderate_asymmetric,0.00911941854221253,0.0026460161929804473,0.01706990736100991,0.9161127129096992,50
24,fixed_budget_history_replay,5,strong_premium_penalty,0.017469017255469062,0.01045635992482009,0.025150080628053042,1.762249292460616,50
24,fixed_budget_history_replay,5,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,6,ai_appreciation,-0.005296784746607851,-0.01111664553793935,0.001210853096190318,-0.5282781517221807,50
24,fixed_budget_history_replay,6,moderate_asymmetric,0.01150637582143999,0.003827387656172882,0.02022148309830784,1.1572828796767842,50
24,fixed_budget_history_replay,6,strong_premium_penalty,0.021632477088895485,0.013599703088362365,0.03134910193707664,2.1868155489267607,50
24,fixed_budget_history_replay,6,zero,0.0,0.0,0.0,0.0,50
24,fixed_budget_history_replay,7,ai_appreciation,-0.00654029447482612,-0.013653460423063623,0.0010470773741617979,-0.6518953300119743,50
24,fixed_budget_history_replay,7,moderate_asymmetric,0.013022372356914044,0.004165431139708464,0.021876825265388804,1.3107532709583651,50
24,fixed_budget_history_replay,7,strong_premium_penalty,0.025775428206949717,0.015252032233396034,0.03640028339817289,2.6110487124890205,50
24,fixed_budget_history_replay,7,zero,0.0,0.0,0.0,0.0,50
