seed,objective,max_standardized_mean_difference,max_theme_TV,max_model_exposure_deviation,MostPop_HA_gap,BPR_HA_gap,LightGCN_HA_gap
20272055,0.7973871758817705,0.010363193866192045,0.030691159055217142,0.2469957478109176,0.3595624873921353,0.07064115973307142,-0.0014154712072719658
20272158,0.8026480894669192,0.026660486301392568,0.03212234539869107,0.24260136168916335,-0.3124109474572819,0.02410153620383636,0.012673970096872652
20271725,0.8031121507481287,0.0188571586589776,0.03529267982142893,0.24377199078566925,-0.3942413102787807,-0.04022875372826112,-0.028824615725086353
20271875,0.818261560595388,0.01583028592929122,0.03880058768532123,0.24807679771270497,-0.30152903211730775,-0.007736842884057498,0.017993441974114007
20271974,0.8218630033256118,0.01950711030814846,0.03569532320128402,0.24960430273851242,-0.4066860997912386,-0.018745178152079114,0.010649192795043453
20272102,0.829584816852839,0.019369784893214774,0.037566140798753464,0.25128860692049804,-0.3103420734705001,0.06145891404622358,-0.007379019884396275
20272106,0.8354003655663035,0.025605814645706167,0.0346233259519617,0.2526198539975516,0.5014079674899784,-0.014987658762747227,0.017853011798553784
20272137,0.8377821768663536,0.016643211712596466,0.02887893606569696,0.25927352035173723,-0.1828853899694653,-0.00045303198405999853,0.0003795742166037659
20271954,0.8384706852600463,0.024037787049533063,0.029250701215440093,0.2568522821291177,-0.4891737341158378,0.038462519609611716,0.00555197272007764
20272027,0.8411123358188004,0.015596658424007093,0.033658341124616006,0.2583427219026231,-0.49157282194787605,0.02364229303810531,0.014373725600093461
20271770,0.8412017857055822,0.018415411378320243,0.02908293128233625,0.25972065913458586,-0.3054048239393529,0.09537346515106913,-0.01586101264748834
20271894,0.8421994898994439,0.013081931961518382,0.03508915732177287,0.2588279406517554,-0.4514541612453138,-0.020768043195785343,0.0064220724450616325
20271823,0.8442468880009117,0.01345056986840976,0.03756568146055277,0.25814926531389093,-0.1945943256428495,-0.016847126679616665,-0.041353503501077776
20271769,0.8512771955068662,0.011666133296571126,0.03482158167088953,0.2624595632346536,0.5296703437802073,-0.0665856503528354,0.022210864370898975
20271735,0.8582888115570382,0.0270517332036875,0.03623434989039433,0.2589618511725864,-0.07644959768036462,-0.05496579050663043,-0.013890952823091055
20272187,0.8585043524419811,0.02339191202810698,0.03616193945967111,0.2602898437414558,0.276569437898253,-0.009843056861363489,-0.029227104931544914
20271752,0.8620743108632711,0.011630754794461658,0.030550039656941256,0.2682061655277992,0.3505313188233631,-0.06925454902808686,0.012762634319225929
20272049,0.8692024522269547,0.017641497567586446,0.039231589624575756,0.2642378567408349,0.17275277645084272,0.035573516403407536,0.012469718465908336
20272141,0.8773088800132413,0.0186465849661026,0.0377320689194604,0.2673547305559827,-0.4736018719346893,-0.008511269430152924,-0.013663090391083613
20272104,0.8773590414848571,0.011092558784699912,0.03329241358365629,0.2721092874415576,0.15474835850558746,-0.12473584194981846,-0.0030623028054009085
20271970,0.8791420359767642,0.006951391970785417,0.03619607319353546,0.2726321780718919,0.2268143358675921,0.02186719765496605,-0.026501132200069593
20272142,0.8835469045220006,0.019985929814784878,0.03636507397463339,0.26967112124842185,-0.43132135166393837,0.029880871796627288,0.009313004858167953
20271960,0.885380969919713,0.023520207383082293,0.0370939768052047,0.26873993244294125,0.4274314488925222,0.006676819144870953,-0.014269946309117697
20271792,0.8855115711917895,0.025470635554021577,0.03515453051287785,0.26910304662281703,-0.4027878052331349,0.09237767394226029,-0.03734035486347307
20272130,0.8918301900802503,0.0204893792060621,0.03615326108939411,0.2723703064133657,0.39324342992709427,0.058162498487099014,0.0315635749747296
20271862,0.9002394228147786,0.019320942476819418,0.034019554874525966,0.27662971600872344,0.4793452977373337,-0.032538247634821806,-0.003853283149498622
20272201,0.9013323984790985,0.012401439366031514,0.03523402277916112,0.2786933083147751,-0.041868927237948314,0.027700025939787105,-0.03511434841072148
20272103,0.9014718646493226,0.01421758477213192,0.0327562588731988,0.27937329718913084,0.34922845046368406,0.02109058326184316,-0.02406316528604949
20272071,0.9044574206683016,0.01821107963114002,0.03042318650045164,0.2802038537621614,-0.3197549747989397,0.030277946249725036,0.020013717097250673
20272057,0.9059651144865323,0.015185257669114688,0.03265660478162149,0.28059831654832845,-0.5225752757934689,0.06729460390107088,0.009075893859680544
20272052,0.9121977636598938,0.018488348481869823,0.03562245343236011,0.2800919116764946,-0.32361816021234885,-0.003750608808196559,0.024585285227551015
20272121,0.9153783209888304,0.013262031404961263,0.033524776278883395,0.28394304172184803,-0.3595257607968142,-0.08479941678136835,0.01090156054966935
20271784,0.9164412590471047,0.021838115318464,0.033324429010284505,0.28153883340440466,0.4151906187237475,-0.02405751369665635,0.03244501456649612
20272192,0.9214868818473723,0.020762515522584117,0.04136858701994976,0.27955716193162117,0.414198905171634,-0.015427270352314516,0.0023343894909868654
20271721,0.938157944373175,0.012376961950438952,0.03388709600815036,0.2916501128035035,0.10257131764067556,-0.021137873104139792,0.0017284116015735067
20272067,0.9450528513905497,0.01745094676907382,0.03205556297582476,0.2931728533859129,0.5121264171597697,0.02268444174790182,0.03225445321986726
20271723,0.9470216779206971,0.012775292963232453,0.032990516895952976,0.29492020320451173,0.5528530900386556,0.07499325331450525,0.019306138405950815
20272193,0.9530536634669531,0.01637000515456489,0.03329131206389351,0.29558223007218265,0.1358926637738194,-0.06222380527792817,-0.0016139418438589884
20271918,0.9547144718486505,0.023561204551007603,0.037932416188059294,0.291418214338518,0.4710159657859831,0.03464429181420029,0.0135021553940648
20271730,0.955374513778984,0.016050153465886615,0.031187391478562847,0.29751442436508435,-0.061246668054459226,0.0036038437610215195,0.010833323717906905
20271982,0.9566636147525415,0.015151682254438477,0.040269800988379865,0.2937024103385111,0.0994678399116835,-0.030572300276453232,-0.05499495311164899
20272160,0.9621150744121583,0.0157729409721145,0.03212234539869107,0.2993862051140024,-0.10525555809219458,-0.002041566863597445,-0.0023113412391230657
20272032,0.9622874987928519,0.020498716100953496,0.03362337344663974,0.29711790750731293,0.006305026170289426,0.009965011278201956,0.005655501575667722
20272081,0.9625687192975301,0.018760049339461286,0.02858287698677708,0.3003114514926344,-0.18344343319752,-0.03088346065244514,-0.04788535114391281
20272048,0.9726441856414151,0.012776823162080035,0.035995725924936564,0.3019579245306434,0.18571391470332288,0.07601313929832407,0.012182942878966919
20271953,0.9775783038521204,0.025776978357787056,0.03552824896487245,0.2995029840156749,0.2705270857733667,0.016290748471913138,-0.024596043867808552
20272178,0.9786324810543174,0.014892291065728376,0.034086765418433695,0.3042033472869795,-0.4769842716418749,-0.02380363220165016,0.01809206738688062
20272134,0.985603202452933,0.01590256395797062,0.04067049552557767,0.3028982984021986,-0.26118217501520224,-0.029749080476915758,-0.028152672354180515
20271899,0.9867882964880443,0.025058279161999125,0.0293174836383064,0.3059179306228619,0.6026213456617073,0.012505600254333196,-0.05027264309142531
20271977,0.9906436605059452,0.02022632070182054,0.03502115297010087,0.3059618701163245,-0.44328195220363553,-0.032486160176233805,0.0048538193409662506
20272109,0.9921100248622499,0.0226848909724626,0.03195841517617738,0.30716250370850706,0.5708273750483127,-0.000747841605981977,-0.038448529825864323
20271856,0.9980410188146607,0.015742740204095818,0.031357029981628703,0.3117542445460406,-0.06751581661413024,-7.031600752138592e-05,-0.04555278626592276
20272169,1.0075769236412677,0.02399165800667684,0.033420725027443234,0.31115139269780867,0.5868949268511946,0.017245213113639482,0.03281511309483478
20271852,1.0156357179330573,0.013097798052237472,0.04209686550733569,0.3131308738732721,-0.3905240410589435,0.00942096823468875,0.03958283476216356
20271882,1.0173638681662147,0.02174381598728383,0.02841165532777682,0.31766752306242185,0.3839333607168426,-0.024203584579104348,0.0001695911584797273
20271973,1.01820334676218,0.02140178743514757,0.03401875214757332,0.3152578103685575,-0.6428191125578192,0.06896930168616666,0.0073703176663296455
20272180,1.028222230920882,0.024952230471394422,0.03285695205022038,0.31799485745805234,-0.39855589814977027,-0.029726629634911638,-0.026695798809995428
20272006,1.0283912013272096,0.020479178182482925,0.0376652864965941,0.31713803113327854,-0.07272508444259913,-0.021348732893947366,0.0032494298416064524
20272127,1.0306941775431169,0.010504933034515393,0.035795378656337654,0.3221653921746983,0.6065767115515462,0.059379738574831184,-0.008881089762934185
20271818,1.030845363255221,0.016697179494874828,0.03646320288500067,0.3198177931442817,-0.47164986210252147,0.10328476049263575,-0.03236703749434615
20271980,1.0349930024903227,0.0217008077450812,0.03279016962735408,0.32136898010140347,0.5567497611436761,0.084912312362109,-0.029840404126178034
20272147,1.037878901169015,0.019167318167637913,0.03355549842319899,0.32279277845552623,-0.5148975052256556,-0.008587321153586678,-0.007033593105245094
20271729,1.040870176291416,0.010487496468133815,0.03355852202805397,0.3266816322604005,0.2842751655405681,-0.007837538866555235,0.010692285130856526
20272065,1.0433898011520584,0.021531591807808285,0.04003131527034171,0.32060374547957915,0.39261211355810405,0.00010214871090629816,0.018961356476141444
20271757,1.0502589369688793,0.016690515987216947,0.03459329504474424,0.32722615947151534,0.5424259997090234,0.040223855541465604,-0.018627145206960134
20272029,1.0503940900201507,0.024565775891624092,0.03595587499133166,0.3239648338805097,-0.5306166728544642,-0.05235914621243667,-0.002427472354532111
20271920,1.05441155586287,0.013633657591960616,0.029885020513018334,0.33198345583379396,-0.45735587137130035,-0.04322407585691937,-0.003884331720894298
20272204,1.0566214655994892,0.0242845044633823,0.03442439683431248,0.32690012196154605,-0.4670906241004093,-0.01282479525669986,-0.06542238387713582
20271782,1.0572291408165109,0.020552779006458417,0.0381995458795245,0.32645901433025526,-0.5686721299897742,-0.01578211691376445,0.02053280091396917
20271816,1.0579310905731225,0.013158587060959324,0.03208640998877744,0.33221429617633236,0.29418608665503554,0.026050873118011554,-0.041685469903887204
20271838,1.06092179925351,0.024538226934300904,0.033958761686645286,0.32848180992974707,-0.3305923362692796,-0.008598166167156049,0.028375311423496506
20272092,1.0610859356026674,0.011076483228334719,0.03301986102566652,0.33349322027861095,-0.08934991867822534,-0.0386810949958522,-0.009737478161579464
20272185,1.0656982080901325,0.02020937649729317,0.033725123547482305,0.331633715423872,-0.5120685607847232,0.028496453696421693,-0.00776831454161756
