epoch,loss
1,0.6931465789541827
2,0.6929813970232949
3,0.6927801337421264
4,0.692507441001447
5,0.6920902978937867
6,0.6914014863193327
7,0.6901550031157235
8,0.6877214604621027
9,0.6827029598825363
10,0.6724560398711525
11,0.6529847413049277
12,0.6215687578330935
13,0.5803932904510493
14,0.5337982560174371
15,0.48627977269816935
16,0.44082554194252666
17,0.39850135692984373
18,0.36051378719316624
19,0.3259337239599437
20,0.2949061942574208
