epoch,loss
1,0.6931478705495375
2,0.6929816750822928
3,0.6927811376021988
4,0.6925099985374128
5,0.6921024839809613
6,0.6914318625857115
7,0.6902278617565001
8,0.6879126455016286
9,0.6831970154153599
10,0.6735880017821978
11,0.6553118424802116
12,0.6255128203534691
13,0.5858637075951861
14,0.5401262460367428
15,0.49332626090707676
16,0.44813654692396304
17,0.4056432766197091
18,0.36713298394651456
19,0.3323419910330954
20,0.3007079217092884
