epoch,loss
1,0.6931466170967707
2,0.6929798728958635
3,0.6927807466741861
4,0.6925071183722515
5,0.692085814752752
6,0.6913762379821324
7,0.6900269909419798
8,0.6872286786531793
9,0.6810267601017556
10,0.6676518212762328
11,0.6427359798786533
12,0.6059086592573188
13,0.5623289263718511
14,0.5170217462183516
15,0.47245538378618274
16,0.43040810139111224
17,0.3914217957733862
18,0.35539154922071065
19,0.3223958342531136
20,0.29337620238000234
