estimate,ci_low,ci_high,n,ci90_low,ci90_high,equivalence_margin,TOST_p,equivalent
-0.0007634518798332572,-0.005412689494404393,0.004197333074595908,500,-0.002227171963010894,0.0007002682033443798,0.02,1.7844274859599178e-82,True
