seed,objective,max_standardized_mean_difference,max_theme_TV,max_model_exposure_deviation,MostPop_HA_gap,BPR_HA_gap
20331835,0.8145378073446852,0.015698647133421003,0.0337253960863201,0.24941702202726135,0.4103685050761405,0.2211960322237895
20332147,0.8159042714346512,0.011448039089524673,0.038762047994064554,0.2487710534513432,0.3012818121134683,0.10358186713458999
20331897,0.8222949751361873,0.016026166685316715,0.044431991836222186,0.24654027356551245,-0.3616173361302383,-0.09178222867787075
20332056,0.825544471846071,0.019712421528088858,0.0351664227030531,0.25102747208780085,-0.44955698507288766,-0.09128895808856162
20332024,0.8313950654831003,0.020104944784854167,0.03428537464429276,0.25328735291060234,0.4716854346566038,0.024601801158993724
20331978,0.8341254060762018,0.019534357194340476,0.032612016905037115,0.25522434117476855,0.28015198085893456,-0.11827812131957667
20331750,0.84246884980754,0.022376544308182537,0.040762441267871416,0.25298288119918344,-0.27429335376708674,-0.1367409199893111
20331843,0.8427809484532862,0.023869887105457878,0.03907326971476175,0.2534337189252286,0.15853685745402835,0.04936535482905638
20331933,0.8453374592339434,0.014088443429463096,0.036114595015621004,0.2590257077603496,-0.11134975687156133,-0.03319297050819113
20332051,0.8507546149234517,0.016831609241469012,0.037080257495546984,0.25943420647955406,0.36440389699624026,-0.12202423145684695
20331765,0.8536052094628582,0.0231219469325587,0.04171264687613436,0.2559714307386993,0.08145585243731086,0.19723268759843415
20332184,0.8583494323358891,0.028827300432119948,0.03372583589009113,0.25964445935621083,-0.34586058634779787,-0.14765193803227597
20332167,0.8654848239217328,0.021580950559238296,0.036288260139468786,0.2631571610510971,-0.02536493573121899,-0.3568850508654556
20331976,0.866051530385508,0.021123718306554462,0.03932143377304149,0.2619818871397971,0.041007569099062405,-0.07562088345329195
20331777,0.8666805343146617,0.015310515742235756,0.041557051950705005,0.2630114802154562,-0.1394669231954652,0.007050470552820122
20332087,0.8702114669489819,0.022121120667060887,0.03760479041916167,0.2638943868843928,0.40327321248612275,0.05117915356749267
20332118,0.8838776309529196,0.012423514210072324,0.036924382115539,0.2720225145231796,-0.04026199669243262,-0.12914339122191987
20331969,0.8842089872881754,0.01557905682945048,0.03956237612592155,0.26976212208994754,0.24901790054411377,-0.23359815916906151
20331736,0.884807648631641,0.040241905639681164,0.036407185628742525,0.263318321516282,0.2359539216159307,0.33940812461628256
20331812,0.885036080624878,0.018357245352682617,0.03999999999999999,0.2688929450907318,0.42678175922498984,0.20095708728862494
20331986,0.8856444989877057,0.01356331900226557,0.03860163434905696,0.2713929094872849,0.35198854909060523,0.17866908372278742
20331720,0.8887083007892191,0.015779937597568017,0.03733357171972518,0.2723093352040211,-0.4254190812085461,-0.04068720957930246
20331946,0.8889856104149926,0.01534362538830425,0.03716352700952876,0.27263223150413174,0.5160794436624847,-0.05956526562891982
20332146,0.8941192212211562,0.017624867716693308,0.03648702594810379,0.27392127152743573,-0.25032543094628495,0.12154428145681875
20332012,0.8980628189710615,0.01303613863789298,0.041357285429141716,0.27433025072981865,-0.4431106046492301,0.0007039250084406768
20332059,0.9020596859151185,0.02013502463343936,0.03904191616766468,0.2744539290100607,-0.5569674878876416,-0.28296806140115316
20331948,0.9047983113859129,0.017228479257791723,0.04287425149700597,0.27441948496087076,0.15843728753739048,0.09656458208975448
20331944,0.9064615144124284,0.027974766667080705,0.04107861556146849,0.27228960813438163,0.18392498524394058,-0.02963054106373166
20331955,0.9087511723164253,0.009815671919134562,0.045391439697644476,0.2769494469502747,-0.37734316924745614,0.12069999736820018
